Title Code,Title Description,Standard Hours,Assignment Level,Union Code,Union Description,Bargaining Unit Short Name,Bargaining Unit Description,Minimum Salary Rate,Maximum Salary Rate
13291,EXECUTIVE ASSISTANT TO THE DIR,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
13292,EXECUTIVE ASSISTANT (TAXI & LI,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
13293,EXECUTIVE ASSISTANT TO THE CHA,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
13294,EXECUTIVE ASSISTANT TO THE FIR,35,0,991,EXEMPT NON MANAGERIAL,N/U,Non-Union,"40,000.00","200,000.00"
13304,SPECIAL ASSISTANT TO THE CHANC,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
13327,LABOR RELATIONS TRIAL EXAMINER,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
13341,DEPUTY DIRECTOR (OFFICE OF COL,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
13347,EXECUTIVE ASSISTANT (BUILDINGS,35,0,662,NON COMPETITIVE OJ,N/U,Non-Union,"53,589.00","95,951.00"
13353,HEARING EXAMINER (HA),35,0,620,NON COMPETITIVE OJ (HA),N/U,Non-Union,"47,244.00","74,470.00"
13360,DIRECTOR OF LABOR MANAGEMENT R,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
13361,"COMMISSIONER, UN & CONSULAR CO",35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
13362,DIRECTOR OF COMMUNITY ASSISTAN,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
13363,MEDIATOR (OLR),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
13364,CHIEF MEDIATOR (OLR),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
13365,ASSISTANT COMMISSIONER OF LABO,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
13366,DEPUTY COMMISSIONER OF LABOR R,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
13367,COMMISSIONER OF LABOR RELATION,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
13368,LABOR RELATIONS ANALYST,35,1,661,COMPETITIVE OJ,N/U,Non-Union,"62,684.00","75,341.00"
13368,LABOR RELATIONS ANALYST,35,2,661,COMPETITIVE OJ,N/U,Non-Union,"72,784.00","82,298.00"
13369,ASSOCIATE LABOR RELATIONS ANAL,35,0,661,COMPETITIVE OJ,N/U,Non-Union,"82,275.00","108,156.00"
13376,EXECUTIVE PROGRAM SPECIALIST (,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
13377,EXECUTIVE PROGRAM SPECIALIST (,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
13378,EXECUTIVE PROGRAM SPECIALIST (,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
13379,EXECUTIVE PROGRAM SPECIALIST (,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
13380,EXECUTIVE PROGRAM SPECIALIST (,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
13381,STRATEGIC INITIATIVE SPECIALIS,35,0,991,EXEMPT NON MANAGERIAL,N/U,Non-Union,"40,000.00","200,000.00"
13382,EXECUTIVE PROGRAM SPECIALIST (,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
13383,EXECUTIVE PROGRAM SPECIALIST (,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
13384,EXECUTIVE PROGRAM SPECIALIST (,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
13385,EXECUTIVE PROGRAM SPECIALIST (,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
13386,STRATEGIC INITIATIVE SPECIALIS,35,0,991,EXEMPT NON MANAGERIAL,N/U,Non-Union,"40,000.00","200,000.00"
13387,EXECUTIVE PROGRAM SPECIALIST (,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
13388,EXECUTIVE PROGRAM SPECIALIST (,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
13389,STRATEGIC INITIATIVE SPECIALIS,35,0,991,EXEMPT NON MANAGERIAL,N/U,Non-Union,"40,000.00","200,000.00"
13390,EXECUTIVE PROGRAM SPECIALIST (,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
13391,EXECUTIVE PROGRAM SPECIALIST (,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
13392,STRATEGIC INITIATIVE SPECIALIS,35,0,991,EXEMPT NON MANAGERIAL,N/U,Non-Union,"40,000.00","200,000.00"
13393,EXECUTIVE PROGRAM SPECIALIST (,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
13394,STRATEGIC INITIATIVE SPECIALIS,35,0,991,EXEMPT NON MANAGERIAL,N/U,Non-Union,"40,000.00","200,000.00"
13395,STRATEGIC INITIATIVE SPECIALIS,35,0,991,EXEMPT NON MANAGERIAL,N/U,Non-Union,"40,000.00","200,000.00"
13396,EXECUTIVE PROGRAM SPECIALIST (,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
13397,EXECUTIVE PROGRAM SPECIALIST (,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
13398,EXECUTIVE PROGRAM SPECIALIST (,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
13399,EXECUTIVE PROGRAM SPECIALIST (,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
13400,STRATEGIC INITIATIVE SPECIALIS,35,0,991,EXEMPT NON MANAGERIAL,N/U,Non-Union,"40,000.00","200,000.00"
13401,STRATEGIC INITIATIVE SPECIALIS,35,0,991,EXEMPT NON MANAGERIAL,N/U,Non-Union,"40,000.00","200,000.00"
13402,STRATEGIC INITIATIVE SPECIALIS,35,0,991,EXEMPT NON MANAGERIAL,N/U,Non-Union,"40,000.00","200,000.00"
13403,STRATEGIC INITIATIVE SPECIALIS,35,0,991,EXEMPT NON MANAGERIAL,N/U,Non-Union,"40,000.00","200,000.00"
13404,STRATEGIC INITIATIVE SPECIALIS,35,0,991,EXEMPT NON MANAGERIAL,N/U,Non-Union,"42,876.00","182,222.00"
13405,EXECUTIVE PROGRAM SPECIALIST (,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
13406,STRATEGIC INITIATIVE SPECIALIS,35,0,991,EXEMPT NON MANAGERIAL,N/U,Non-Union,"40,000.00","200,000.00"
13407,EXECUTIVE PROGRAM SPECIALIST (,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
13408,EXECUTIVE PROGRAM SPECIALIST (,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
13409,STRATEGIC INITIATIVE SPECIALIS,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
13602,DIRECTOR MANAGEMENT INFORMATIO,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
13603,COOPERATIVE EDUCATION TRAINEE-,35,0,668,OJ COOPERATIVE TRAINEES,N/U,Non-Union,15.00,15.85
13605,DIRECTOR OF TECHNOLOGY DEVELOP,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
13606,CHIEF INFORMATION TECHNOLOGY O,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
13607,CHIEF INFORMATION TECHNOLOGY O,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
13611,COMPUTER ASSOC (TECH SUPP),35,1,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,"59,047.00","74,762.00"
13611,COMPUTER ASSOC (TECH SUPP),35,2,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,"70,833.00","90,489.00"
13611,COMPUTER ASSOC (TECH SUPP),35,3,23,PRINCIPAL ADMINISTRATIVE ASSOC,CWA,Communication Wrkrs of America,"84,533.00","112,896.00"
13613,SCHOOL COMPUTER TECHNOLOGY SPE,35,1,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"46,818.00","53,061.00"
13613,SCHOOL COMPUTER TECHNOLOGY SPE,35,2,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"51,066.00","65,888.00"
13613,SCHOOL COMPUTER TECHNOLOGY SPE,35,3,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"70,691.00","91,589.00"
13615,COMPUTER SERVICE TECHNICIAN (C,35,1,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"47,139.00","53,061.00"
13615,COMPUTER SERVICE TECHNICIAN (C,35,2,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"51,065.00","65,888.00"
13616,SUPERVISING COMPUTER SERVICE T,35,0,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"68,632.00","88,921.00"
13616,SUPERVISING COMPUTER SERVICE T,35,0,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"70,691.00","91,589.00"
13620,COMPUTER AIDE,35,1,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"47,139.00","53,061.00"
13620,COMPUTER AIDE,35,2,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"51,065.00","65,888.00"
13621,COMPUTER ASSOC (OPERATIONS),35,1,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"58,918.00","74,652.00"
13621,COMPUTER ASSOC (OPERATIONS),35,2,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"70,691.00","91,589.00"
13621,COMPUTER ASSOC (OPERATIONS),35,3,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"84,362.00","112,111.00"
13622,COMPUTER SPECIALIST (OPERATION,35,0,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"85,554.00","116,126.00"
13622,COMPUTER SPECIALIST (OPERATION,35,0,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"88,121.00","119,610.00"
13631,COMPUTER ASSOC (SOFTWARE),35,1,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"76,587.00","92,323.00"
13631,COMPUTER ASSOC (SOFTWARE),35,2,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"82,463.00","99,805.00"
13631,COMPUTER ASSOC (SOFTWARE),35,3,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"88,072.00","112,111.00"
13632,COMPUTER SPECIALIST (SOFTWARE),35,1,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"94,244.00","102,136.00"
13632,COMPUTER SPECIALIST (SOFTWARE),35,2,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"98,177.00","109,990.00"
13632,COMPUTER SPECIALIST (SOFTWARE),35,3,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"106,023.00","119,610.00"
13632,COMPUTER SPECIALIST (SOFTWARE),35,4,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"113,736.00","136,951.00"
13633,CYBER SECURITY ANALYST,35,1,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"63,860.00","77,250.00"
13633,CYBER SECURITY ANALYST,35,2,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"92,700.00","113,300.00"
13643,CERT IT DEVELOPER (APP),35,1,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"94,244.00","111,330.00"
13643,CERT IT DEVELOPER (APP),35,2,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"98,177.00","119,883.00"
13643,CERT IT DEVELOPER (APP),35,3,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"106,023.00","130,372.00"
13643,CERT IT DEVELOPER (APP),35,4,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"113,736.00","149,277.00"
13644,CERT IT ADMINISTRATOR (DB),35,1,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"94,244.00","111,330.00"
13644,CERT IT ADMINISTRATOR (DB),35,2,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"98,177.00","119,883.00"
13644,CERT IT ADMINISTRATOR (DB),35,3,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"106,023.00","130,372.00"
13644,CERT IT ADMINISTRATOR (DB),35,4,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"113,736.00","149,277.00"
13650,COMPUTER PROG ANALYST TRAINEE,35,0,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"47,176.00","47,176.00"
13651,COMPUTER PROGRAMMER ANALYST,35,1,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"58,918.00","70,735.00"
13651,COMPUTER PROGRAMMER ANALYST,35,2,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"68,733.00","83,740.00"
13652,CERTIFIED IT ADMINISTRATOR (LA,35,1,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"94,244.00","111,330.00"
13652,CERTIFIED IT ADMINISTRATOR (LA,35,2,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"98,177.00","119,883.00"
13652,CERTIFIED IT ADMINISTRATOR (LA,35,3,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"106,023.00","130,372.00"
13652,CERTIFIED IT ADMINISTRATOR (LA,35,4,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"113,736.00","149,277.00"
13691,*CERTIFIED LOCAL AREA NETWORKA,35,1,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"94,244.00","111,330.00"
13691,*CERTIFIED LOCAL AREA NETWORKA,35,2,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"98,177.00","119,883.00"
13691,*CERTIFIED LOCAL AREA NETWORKA,35,3,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"106,023.00","130,372.00"
13691,*CERTIFIED LOCAL AREA NETWORKA,35,4,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"113,736.00","149,277.00"
13692,*CERTIFIED WIDE AREA NETWORKAD,35,1,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"94,244.00","111,330.00"
13692,*CERTIFIED WIDE AREA NETWORKAD,35,2,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"98,177.00","119,883.00"
13692,*CERTIFIED WIDE AREA NETWORKAD,35,3,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"106,023.00","130,372.00"
13692,*CERTIFIED WIDE AREA NETWORKAD,35,4,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"113,736.00","149,277.00"
13693,*CERTIFIED APPLICATIONSDEVELOP,35,1,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"94,244.00","111,330.00"
13693,*CERTIFIED APPLICATIONSDEVELOP,35,2,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"98,177.00","119,883.00"
13693,*CERTIFIED APPLICATIONSDEVELOP,35,3,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"106,023.00","130,372.00"
13693,*CERTIFIED APPLICATIONSDEVELOP,35,4,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"113,736.00","149,277.00"
13694,*CERTIFIED DATABASE ADMINISTRA,35,1,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"94,244.00","111,330.00"
13694,*CERTIFIED DATABASE ADMINISTRA,35,2,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"98,177.00","119,883.00"
13694,*CERTIFIED DATABASE ADMINISTRA,35,3,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"106,023.00","130,372.00"
13694,*CERTIFIED DATABASE ADMINISTRA,35,4,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"113,736.00","149,277.00"
15878,EXECUTIVE ASSISTANT TO THE COM,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
20100,ENGINEERING WORK STUDY TRAINEE,35,0,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"34,162.00","43,997.00"
20104,Cooperative EducationTrainee E,35,0,668,OJ COOPERATIVE TRAINEES,N/U,Non-Union,15.00,15.85
20113,ENGINEERING TECHNICIAN,35,1,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"44,769.00","50,506.00"
20113,ENGINEERING TECHNICIAN,35,2,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"48,431.00","59,724.00"
20113,ENGINEERING TECHNICIAN,35,3,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"56,354.00","72,195.00"
20113,ENGINEERING TECHNICIAN,35,4,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"64,479.00","78,142.00"
20121,ESTIMATOR (ELECTRICAL),35,0,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"65,640.00","85,646.00"
20122,ESTIMATOR (GENERAL CONSTRUCTIO,35,0,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"65,640.00","85,646.00"
20123,ESTIMATOR (MECHANICAL),35,0,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"65,640.00","85,646.00"
20126,SENIOR ESTIMATOR (ELECTRICAL),35,0,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"77,921.00","98,128.00"
20127,SENIOR ESTIMATOR (GENERAL CONS,35,0,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"77,921.00","98,128.00"
20128,SENIOR ESTIMATOR (MECHANICAL),35,0,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"77,921.00","98,128.00"
20130,AUTOMOTIVE SPECIALIST,35,0,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"77,921.00","98,128.00"
20131,SENIOR AUTOMOTIVE SPECIALIST,35,0,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"85,847.00","109,409.00"
20202,CIVIL ENGINEERING INTERN,35,0,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"59,125.00","62,260.00"
20210,ASSISTANT CIVIL ENGINEER,35,0,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"65,640.00","85,646.00"
20211,LEGISLATIVE ENGINEER,35,0,883,MGRL TEMP - PROP EX,N/U,Non-Union,"63,301.00","252,165.00"
20215,CIVIL ENGINEER,35,1,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"77,921.00","98,128.00"
20215,CIVIL ENGINEER,35,2,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"92,640.00","111,917.00"
20215,CIVIL ENGINEER,35,3,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"103,631.00","122,168.00"
20221,ASSISTANT DIRECTOR OF TECHNICA,35,0,774,UNCLASSIFIED MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
20235,PUBLIC HEALTH ENGINEERING CONS,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
20246,TELECOMMUNICATIONS ASSOCIATE (,35,1,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"49,901.00","75,436.00"
20246,TELECOMMUNICATIONS ASSOCIATE (,35,2,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"69,632.00","82,985.00"
20246,TELECOMMUNICATIONS ASSOCIATE (,35,3,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"74,835.00","90,524.00"
20246,TELECOMMUNICATIONS ASSOCIATE (,35,4,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"83,564.00","113,419.00"
20247,TELECOMMUNICATIONS ASSOCIATE (,35,1,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"49,901.00","75,436.00"
20247,TELECOMMUNICATIONS ASSOCIATE (,35,2,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"69,632.00","82,985.00"
20247,TELECOMMUNICATIONS ASSOCIATE (,35,3,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"74,835.00","90,524.00"
20247,TELECOMMUNICATIONS ASSOCIATE (,35,4,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"83,564.00","113,419.00"
20271,OPERATIONS COMMUNICATION SPECI,35,1,62,RADIO AND TV TITLES MGRTVT,DC37,District Council 37,"46,105.00","54,018.00"
20271,OPERATIONS COMMUNICATION SPECI,35,2,62,RADIO AND TV TITLES MGRTVT,DC37,District Council 37,"54,018.00","61,932.00"
20272,ASSOCIATE OPERATIONS COMMUNICA,35,1,62,RADIO AND TV TITLES MGRTVT,DC37,District Council 37,"54,846.00","61,311.00"
20272,ASSOCIATE OPERATIONS COMMUNICA,35,2,62,RADIO AND TV TITLES MGRTVT,DC37,District Council 37,"61,311.00","67,775.00"
20302,ELECTRICAL ENGINEERING INTERN,35,0,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"59,125.00","62,260.00"
20310,ASSISTANT ELECTRICAL ENGINEER,35,0,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"65,640.00","85,646.00"
20315,ELECTRICAL ENGINEER,35,1,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"77,921.00","98,128.00"
20315,ELECTRICAL ENGINEER,35,2,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"92,640.00","111,917.00"
20315,ELECTRICAL ENGINEER,35,3,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"103,631.00","122,168.00"
20403,MECHANICAL ENGINEERING INTERN,35,0,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"59,125.00","62,260.00"
20410,ASSISTANT MECHANICAL ENGINEER,35,0,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"65,640.00","85,646.00"
20415,MECHANICAL ENGINEER,35,1,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"77,921.00","98,128.00"
20415,MECHANICAL ENGINEER,35,2,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"92,640.00","111,917.00"
20415,MECHANICAL ENGINEER,35,3,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"103,631.00","122,168.00"
20503,CHEMICAL ENGINEERING INTERN,35,0,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"59,125.00","62,260.00"
20510,ASSISTANT CHEMICAL ENGINEER (C,35,0,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"65,640.00","85,646.00"
20515,CHEMICAL ENGINEER,35,1,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"77,921.00","98,128.00"
20515,CHEMICAL ENGINEER,35,2,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"92,640.00","111,917.00"
20515,CHEMICAL ENGINEER,35,3,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"103,631.00","122,168.00"
20616,ENVIRONMENTAL ENGINEERING INTE,35,0,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"59,125.00","62,260.00"
20617,ASSISTANT ENVIRONMENTAL ENGINE,35,0,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"65,640.00","85,646.00"
20618,ENVIRONMENTAL ENGINEER,35,1,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"77,921.00","98,128.00"
20618,ENVIRONMENTAL ENGINEER,35,2,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"92,640.00","111,917.00"
20618,ENVIRONMENTAL ENGINEER,35,3,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"103,631.00","122,168.00"
20835,CONSULTING ENGINEER,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
21006,TAX MAP CARTOGRAPHER,35,2,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"77,921.00","98,128.00"
21006,TAX MAP CARTOGRAPHER,35,1A,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"65,640.00","65,640.00"
21006,TAX MAP CARTOGRAPHER,35,1B,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"71,777.00","83,972.00"
21015,SURVEYOR,35,2,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"77,921.00","98,128.00"
21015,SURVEYOR,35,3,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"85,847.00","109,409.00"
21015,SURVEYOR,35,1A,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"65,640.00","65,640.00"
21015,SURVEYOR,35,1B,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"71,777.00","83,972.00"
21136,DEPT ENGINR (WATER SUPPLY)-DEP,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
21137,DEPUTY DIRECTOR OF DESIGN,35,0,791,HA NON-COMPETITIVE MANAGER,N/U,Non-Union,"45,758.00","196,574.00"
21138,DEPUTY DIRECTOR OF CONSTRUCTIO,35,0,791,HA NON-COMPETITIVE MANAGER,N/U,Non-Union,"44,558.00","137,387.00"
21146,DIRECTOR OF DEVELOPMENT (HA),35,0,720,COMPETITIVE OJ (HA),N/U,Non-Union,"58,926.00","234,738.00"
21161,DIRECTOR OF DESIGN,35,0,791,HA NON-COMPETITIVE MANAGER,N/U,Non-Union,"44,558.00","137,387.00"
21162,DIRECTOR OF CONSTRUCTION,35,0,791,HA NON-COMPETITIVE MANAGER,N/U,Non-Union,"44,558.00","137,387.00"
21174,CHIEF ENGINEER (DEP),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
21175,DEPUTY CHIEF ENGINEER (DEP),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
21205,ARCHITECTURAL INTERN,35,0,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"59,125.00","62,260.00"
21210,ASSISTANT ARCHITECT,35,0,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"65,640.00","85,646.00"
21215,ARCHITECT,35,1,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"77,921.00","98,128.00"
21215,ARCHITECT,35,2,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"92,640.00","111,917.00"
21215,ARCHITECT,35,3,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"103,631.00","122,168.00"
21306,LANDSCAPE ARCHITECT INTERN,35,0,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"59,125.00","62,260.00"
21310,ASSISTANT LANDSCAPE ARCHITECT,35,0,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"65,640.00","85,646.00"
21315,LANDSCAPE ARCHITECT,35,1,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"77,921.00","98,128.00"
